524, 1199, 1785, 1902, 1984, 2552, 3306, 3580, 4033, 4248, 5663, 5789, 6231, 6431, 8637, 9206, 10235, 10280, 11439, 13924, 15596, 15862, 15925, 15962, 16886, 17656, 17693, 17782, 19651, 19829, 20416, 20746, 21156, 21230, 21317, 22312, 23318, 23950, 23952, 24718, 25699, 28317, 29022, 29479, 31505, 33177, 33893, 33900, 33908, 33913, 33925, 33985, 33986, 35241, 35248, 36075, 36591, 37096, 37528, 39793, 39811, 39835, 41062, 42897, 42914, 43850, 45994, 46620, 47178, 49268, 49639, 49936, 50148, 51997, 52020, 52471, 52512, 52890, 52942, 53117, 53492, 57205, 57572, 57576, 57931, 58778, 59260, 59507, 60811, 60879, 61121, 61329, 61443, 63073, 63540, 63700, 63886, 64376, 64893, 65003, 65585
381, 1736, 2120, 4357, 5375, 5991, 6006, 6156, 7307, 7876, 7881, 8913, 11883, 12496, 12525, 13740, 15985, 16179, 16476, 17367, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33898, 33912, 33921, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40216, 40334, 40431, 42451, 42564, 42817, 43207, 43319, 44207, 45609, 46165, 46391, 46526, 47815, 47892, 48360, 50184, 50350, 51066, 51151, 51270, 51958, 52461, 55570, 55583, 56586, 56984, 57169, 57812, 57834, 58791, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 64604, 65263
381, 1736, 2120, 4357, 5375, 5991, 6006, 7307, 7876, 7881, 8913, 11883, 12496, 12525, 13740, 15985, 16476, 17367, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26351, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33898, 33900, 33921, 33925, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40110, 40216, 40334, 40431, 42817, 43207, 43319, 43766, 44207, 44608, 45609, 46165, 46391, 46526, 47892, 50184, 50350, 51066, 51151, 51270, 51958, 52461, 55570, 55583, 56228, 56586, 56984, 57169, 57812, 57834, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 63375, 64604, 65263
44, 408, 1485, 2356, 5193, 5518, 5686, 5965, 6688, 7542, 7868, 8413, 9023, 10177, 10409, 12220, 12809, 13122, 13148, 13538, 13975, 14121, 14129, 14152, 14996, 15443, 15775, 16881, 21729, 21879, 22098, 24119, 25198, 25899, 25959, 26153, 26632, 27426, 28764, 30349, 30617, 30627, 32692, 33471, 33893, 33897, 33900, 33908, 33912, 33925, 34754, 35660, 37410, 38212, 38229, 38633, 39773, 41052, 41121, 41206, 41277, 43916, 44229, 44846, 45525, 46260, 47034, 47087, 47670, 47778, 48263, 49278, 49803, 51180, 51293, 51794, 51892, 51996, 52034, 53323, 55784, 55806, 56064, 56276, 57042, 57659, 58866, 59407, 60022, 60128, 60248, 60743, 60828, 61344, 61556, 62085, 63097, 63258, 63651, 63862, 64308
269, 1957, 2546, 2944, 3345, 4553, 6461, 7542, 7663, 8554, 9786, 10005, 11397, 13658, 14369, 14476, 15301, 15912, 16157, 16213, 16391, 16747, 16760, 19220, 19809, 20965, 21010, 22069, 23492, 24926, 26392, 26881, 27642, 27996, 28106, 28242, 28395, 28759, 28902, 29937, 31069, 31125, 31853, 32581, 33869, 33893, 33897, 33900, 33908, 33912, 33925, 34044, 34198, 34276, 34327, 35008, 35079, 35727, 35820, 37410, 37553, 38212, 38256, 39773, 39855, 40210, 44374, 44614, 45195, 45437, 45633, 47015, 47393, 49323, 49714, 49724, 49803, 49979, 51892, 52411, 54862, 55459, 55682, 56303, 57042, 57437, 57659, 58191, 60441, 60828, 61007, 61062, 62027, 62058, 62440, 62537, 63347, 63587, 64296, 64383, 65222
381, 1736, 2120, 4357, 5375, 5991, 6006, 6477, 7307, 7876, 7881, 8913, 11883, 12496, 12525, 13740, 15985, 16179, 16476, 17367, 17840, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33921, 33925, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40216, 40334, 40431, 42817, 43207, 43319, 44207, 45609, 45864, 46165, 46391, 46526, 47815, 47892, 50184, 50350, 51066, 51151, 51270, 51328, 51958, 52461, 55570, 55583, 56586, 56984, 57169, 57711, 57812, 57820, 57834, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 64604, 65263
479, 483, 1558, 2005, 2875, 4263, 5604, 6040, 7004, 7640, 8810, 8811, 9400, 9640, 10120, 11254, 11285, 11809, 13539, 13682, 14397, 14948, 15278, 15971, 16793, 16795, 17032, 17758, 17857, 18681, 22060, 22288, 22349, 22869, 24385, 24512, 25216, 25507, 26150, 26304, 26554, 27812, 28362, 28588, 30043, 30705, 32432, 33176, 33895, 33911, 33916, 33925, 35302, 35303, 35422, 35558, 36548, 36719, 36878, 37210, 37288, 37291, 37799, 38480, 39035, 40205, 40978, 41485, 41968, 42113, 44151, 45399, 45659, 45782, 45838, 46142, 48421, 49118, 49233, 51083, 51409, 51960, 53272, 54015, 54177, 54774, 56160, 56562, 56691, 58176, 58814, 59174, 59238, 59571, 60399, 60572, 60814, 60825, 61536, 63366, 64972
381, 1736, 2120, 4357, 5375, 5991, 6006, 7307, 7876, 7881, 8913, 11883, 12496, 12525, 13740, 15985, 16476, 17367, 17872, 18503, 18845, 19197, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33889, 33890, 33893, 33921, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40216, 40334, 40431, 40556, 42817, 43207, 43319, 43377, 44207, 45609, 46165, 46391, 46526, 47815, 47892, 49672, 50184, 50350, 51044, 51066, 51151, 51270, 51958, 52461, 55570, 55583, 56586, 56984, 57169, 57812, 57834, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 64604, 65263
269, 1957, 2546, 2944, 3287, 3345, 4553, 6461, 7663, 8554, 9786, 10005, 11397, 13658, 14235, 14369, 14476, 15017, 15301, 15912, 16157, 16213, 16391, 16747, 16760, 19220, 19809, 19881, 20965, 21010, 22069, 23492, 24926, 26055, 26392, 26881, 27642, 27996, 28106, 28242, 28395, 28759, 28902, 29937, 31069, 31125, 31853, 32113, 32581, 33869, 33921, 33925, 34044, 34198, 34276, 34327, 35008, 35079, 35727, 35820, 35996, 37553, 38256, 39855, 40071, 40210, 43051, 44374, 44614, 45195, 45437, 45633, 47015, 47393, 49313, 49323, 49714, 49724, 49979, 52411, 54862, 55218, 55459, 55682, 56303, 57437, 57553, 57885, 58191, 60441, 61007, 61062, 62027, 62058, 62440, 62537, 63347, 63587, 64296, 64383, 65222
1009, 2280, 2486, 3171, 4023, 4584, 4854, 5372, 6319, 6448, 6686, 7351, 7579, 7801, 8235, 8898, 8945, 9071, 9091, 9564, 10117, 10637, 10970, 11103, 11356, 11838, 11900, 11901, 12128, 12277, 12731, 13047, 13193, 13348, 13470, 13889, 14408, 15136, 15547, 15587, 16080, 16126, 16336, 16435, 16491, 16826, 17080, 17398, 17717, 18136, 18182, 18318, 18737, 19009, 19961, 20083, 20657, 20782, 20820, 21183, 21433, 22041, 22048, 22114, 22138, 22867, 23063, 23764, 23995, 24144, 24372, 24501, 24584, 24745, 24776, 25512, 26059, 26294, 27391, 28131, 28139, 28322, 28612, 28850, 29359, 30000, 30673, 31535, 31599, 31979, 32395, 32583, 32914, 33124, 33182, 33464, 33742, 33765, 33846, 33926, 36971
381, 1736, 2120, 4357, 5375, 5991, 6006, 6477, 7307, 7876, 7881, 8913, 9565, 11883, 12496, 12525, 13740, 15985, 16179, 16476, 17367, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33921, 33925, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40216, 40334, 40431, 42817, 43207, 43319, 44124, 44207, 45609, 46165, 46391, 46526, 47815, 47892, 50184, 50350, 51066, 51151, 51270, 51328, 51958, 52461, 55570, 55583, 55848, 56586, 56984, 57169, 57812, 57820, 57834, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 64604, 65263
269, 1957, 2546, 2944, 3287, 3345, 4553, 6461, 7663, 8554, 9786, 10005, 11397, 13658, 14004, 14369, 14476, 15301, 15912, 16157, 16213, 16391, 16747, 16760, 19220, 19809, 19881, 20965, 21010, 22069, 23492, 24926, 26055, 26392, 26881, 27642, 27996, 28106, 28242, 28395, 28759, 28902, 29937, 31069, 31125, 31853, 32581, 33869, 33889, 33912, 33916, 33925, 34044, 34198, 34276, 34327, 35008, 35079, 35727, 35820, 37553, 38256, 39855, 40210, 44374, 44614, 45195, 45437, 45633, 47015, 47393, 49313, 49323, 49714, 49724, 49979, 52411, 53292, 54862, 55459, 55682, 56303, 57187, 57437, 57553, 57885, 58191, 59013, 60335, 60441, 61007, 61062, 62027, 62058, 62440, 62537, 63347, 63587, 64296, 64383, 65222
381, 1736, 2120, 3687, 4357, 5375, 5991, 6006, 6477, 7307, 7876, 7881, 8913, 11883, 12496, 12525, 13740, 15985, 16179, 16476, 17367, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33921, 33925, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40216, 40334, 40431, 42817, 43207, 43319, 44207, 45609, 46165, 46391, 46526, 47815, 47892, 50184, 50350, 51066, 51151, 51270, 51328, 51958, 52461, 55570, 55583, 56586, 56898, 56984, 57077, 57169, 57812, 57834, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 63699, 64604, 65263
381, 1736, 2120, 4357, 5375, 5991, 6006, 7307, 7876, 7881, 8913, 10461, 11883, 12496, 12525, 13740, 15985, 16476, 17367, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33889, 33900, 33906, 33921, 34344, 34830, 35121, 36087, 37853, 40092, 40098, 40216, 40334, 40431, 42817, 43207, 43319, 44207, 44753, 45609, 46165, 46391, 46526, 47815, 47892, 49881, 50184, 50350, 51066, 51151, 51270, 51958, 52461, 55570, 55583, 56586, 56984, 57169, 57812, 57834, 59122, 59302, 59411, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 64604, 65263
664, 805, 2961, 3645, 4188, 4795, 5278, 5943, 6536, 7752, 8162, 8592, 9836, 10105, 10325, 12134, 12879, 13455, 14432, 14631, 15151, 17490, 17590, 18485, 19144, 19174, 19197, 19636, 19917, 21532, 21815, 21852, 23276, 23597, 25014, 25629, 26719, 26924, 27835, 28004, 28107, 28313, 29094, 31442, 31777, 32128, 33414, 33889, 33890, 33893, 33921, 34058, 35641, 36876, 37462, 37661, 39272, 40474, 40556, 40578, 42176, 43301, 43377, 43950, 45056, 45728, 46396, 46519, 46695, 47398, 47401, 47556, 48362, 49455, 49461, 49672, 50548, 51044, 51221, 51537, 52309, 54439, 56358, 56678, 56682, 56703, 57549, 58272, 58370, 59046, 59388, 59805, 60436, 61116, 61124, 61229, 61689, 61977, 62619, 64304, 65449
269, 1957, 2546, 2944, 3287, 3345, 4248, 4553, 6461, 7663, 8554, 9786, 10005, 11397, 13658, 14369, 14476, 15301, 15912, 16157, 16213, 16391, 16747, 16760, 19220, 19809, 19881, 20965, 21010, 22069, 23492, 24926, 26392, 26881, 27642, 27996, 28106, 28242, 28395, 28759, 28902, 29937, 31069, 31125, 31853, 32581, 33869, 33893, 33900, 33908, 33913, 33925, 34044, 34198, 34276, 34327, 35008, 35079, 35727, 35820, 36591, 37553, 38256, 39855, 40210, 43850, 44374, 44614, 45195, 45437, 45633, 47015, 47393, 49313, 49323, 49714, 49724, 49979, 52411, 54862, 55459, 55682, 56303, 57205, 57437, 57553, 58191, 60441, 61007, 61062, 62027, 62058, 62440, 62537, 63347, 63587, 64296, 64376, 64383, 65003, 65222
524, 1199, 1785, 1902, 1984, 2024, 2552, 3306, 4033, 5663, 5789, 6231, 6431, 8637, 9206, 10235, 10280, 11439, 13924, 15596, 15862, 15925, 15962, 16886, 17656, 17693, 17782, 19651, 19829, 20416, 20746, 21156, 21230, 21317, 22312, 23318, 23950, 23952, 24718, 25699, 28317, 29022, 29479, 31505, 33177, 33893, 33895, 33906, 33911, 33912, 33915, 33985, 33986, 35241, 35248, 36075, 37096, 37528, 39793, 39811, 39835, 40650, 41062, 42897, 42914, 44636, 45994, 46620, 47178, 49268, 49639, 49936, 50148, 50555, 51997, 52020, 52471, 52512, 52890, 52942, 53117, 53492, 57572, 57678, 57931, 58549, 58778, 59260, 59507, 60811, 60879, 61121, 61329, 61443, 61776, 63073, 63540, 63700, 63886, 64893, 65585
269, 1957, 2546, 2944, 3287, 3345, 4553, 6461, 7663, 8554, 9786, 9896, 10005, 11397, 13658, 14369, 14476, 15301, 15912, 16157, 16213, 16391, 16747, 16760, 19220, 19809, 19881, 20965, 21010, 22069, 23492, 24926, 26055, 26392, 26881, 27642, 27996, 28106, 28242, 28395, 28759, 28902, 29937, 31069, 31125, 31853, 32581, 33869, 33911, 33912, 33925, 34044, 34198, 34276, 34327, 35008, 35079, 35727, 35820, 37553, 38256, 39855, 40071, 40210, 44194, 44374, 44614, 45195, 45437, 45633, 46126, 47015, 47393, 49313, 49323, 49714, 49724, 49979, 52411, 53857, 54862, 55459, 55682, 56303, 57437, 57553, 57885, 58191, 58469, 60441, 61007, 61062, 62027, 62058, 62440, 62537, 63347, 63587, 64296, 64383, 65222
479, 483, 1558, 2005, 2875, 4263, 5604, 6040, 7004, 7640, 8810, 8811, 9400, 9640, 10120, 11254, 11285, 11809, 13539, 13682, 14397, 14948, 15278, 15971, 16793, 16795, 17032, 17758, 17857, 18681, 22060, 22288, 22349, 22869, 24385, 24512, 25216, 25507, 26150, 26304, 26554, 27812, 28362, 28588, 30043, 30705, 32432, 33251, 33895, 33899, 33911, 33925, 35302, 35303, 35422, 35558, 36548, 36719, 36878, 36957, 37210, 37799, 38480, 39035, 40205, 40722, 40978, 41485, 41968, 42113, 43003, 44151, 44918, 45399, 45659, 45838, 46142, 48421, 49118, 49233, 51083, 51409, 51960, 53272, 54015, 54177, 54774, 56160, 56562, 56691, 58176, 58814, 59174, 59238, 59571, 60399, 60572, 60814, 60825, 61536, 63366
381, 1736, 2120, 2770, 4357, 5375, 5991, 6006, 6477, 7307, 7876, 7881, 8913, 11883, 12496, 12525, 13740, 15985, 16179, 16476, 17367, 17872, 18503, 18845, 19415, 19660, 20466, 21126, 21134, 21655, 24418, 25282, 25559, 26525, 27510, 29241, 29936, 30506, 30827, 31799, 32129, 32372, 32412, 32485, 32630, 32732, 33339, 33387, 33684, 33886, 33921, 34344, 34830, 35121, 36087, 36096, 37853, 40092, 40098, 40216, 40334, 40431, 41638, 42817, 43207, 43319, 44207, 45609, 46165, 46391, 46526, 47815, 47892, 50184, 50350, 51066, 51151, 51270, 51328, 51958, 52461, 55570, 55583, 56586, 56984, 57169, 57812, 57820, 57834, 59302, 59885, 60911, 61117, 61549, 62221, 62528, 62534, 62570, 63176, 64604, 65263
269, 1957, 2546, 2944, 3287, 3345, 4553, 6461, 7663, 8554, 9786, 10005, 11397, 13658, 14369, 14476, 15301, 15912, 16157, 16213, 16391, 16747, 16760, 19220, 19809, 19881, 20965, 21010, 22069, 23492, 24926, 26055, 26392, 26881, 27642, 27996, 28106, 28242, 28395, 28617, 28759, 28902, 29937, 31069, 31125, 31853, 32581, 33869, 33890, 33898, 33918, 33925, 34044, 34198, 34276, 34327, 35008, 35079, 35727, 35820, 37553, 38256, 38924, 39855, 40210, 44374, 44614, 45195, 45437, 45633, 47015, 47393, 47863, 49313, 49323, 49714, 49724, 49979, 52411, 54862, 55459, 55682, 56303, 56754, 57437, 57553, 57885, 58191, 60441, 61007, 61062, 62027, 62058, 62440, 62537, 63347, 63587, 63837, 64296, 64383, 65222
258, 716, 1696, 2494, 2963, 3097, 3288, 4179, 4541, 5739, 6155, 6876, 6938, 7012, 7426, 7984, 8432, 9390, 9550, 9893, 10470, 10679, 11222, 11250, 11256, 12385, 16586, 16911, 18097, 18100, 18111, 18244, 18364, 21599, 21933, 24214, 25140, 25693, 26361, 26981, 27885, 28080, 28259, 30085, 30852, 31560, 32513, 33382, 33906, 33909, 33911, 33921, 34095, 34678, 34911, 36174, 36776, 37596, 38484, 38597, 38703, 38730, 40099, 40315, 40795, 40839, 40961, 42314, 42320, 43925, 44128, 44857, 46395, 46933, 47277, 47428, 47883, 48131, 48224, 49500, 50831, 51155, 52248, 52810, 53887, 54636, 54958, 55160, 55169, 57122, 57248, 57889, 58686, 59024, 60136, 60259, 60379, 62895, 63046, 64812, 65004
2198, 2744, 4157, 4582, 4649, 5037, 5668, 6319, 6552, 7145, 10526, 11212, 11356, 12318, 12645, 13866, 15881, 17265, 17717, 18325, 19467, 20381, 20456, 21459, 21886, 22041, 22114, 23488, 23628, 23904, 24088, 25255, 25441, 25458, 25683, 26294, 26323, 26665, 27350, 28139, 29636, 29953, 30158, 30574, 31599, 32403, 32583, 32762, 33049, 33408, 33890, 33902, 33915, 33919, 33922, 33926, 35576, 35890, 36969, 37128, 38186, 38640, 39316, 40247, 41127, 42068, 42147, 42748, 42892, 43773, 45455, 45684, 46385, 47155, 47516, 47843, 48020, 48720, 49860, 50398, 54662, 55295, 56127, 56213, 56351, 56872, 57093, 57375, 57623, 58257, 58421, 58529, 58882, 59096, 60592, 60804, 61115, 61812, 62584, 63512, 64134
